year,origin,destination,diplomatic_relation,aviation_routes,migrant_stock
2010,CHN,THA,6,73,141649
2010,CHN,TJK,6,4,49
2010,CHN,TKM,6,1,
2010,CHN,TLS,6,,1196
2010,CHN,TON,6,,143
2010,CHN,TTO,6,,836
2010,CHN,TUN,6,,
2010,CHN,TUR,6,7,7599
2010,CHN,TWN,,189,
2010,CHN,TZA,6,,
2010,CHN,UGA,6,,
2010,CHN,UKR,6,,6539
2010,CHN,URY,6,,
2010,CHN,USA,6,58,1608501
2010,CHN,UZB,6,4,
2010,CHN,VEN,6,,12864
2010,CHN,VNM,6,23,21690
2010,CHN,VUT,6,,
2010,CHN,WSM,6,,62
2010,CHN,YEM,6,,
2010,CHN,ZAF,6,2,
2010,CHN,ZMB,6,,1007
2010,CHN,ZWE,6,,
2010,CIV,AGO,6,,1424
2010,CIV,AUS,,,467
2010,CIV,AUT,6,,
2010,CIV,BEL,6,4,4225
2010,CIV,BEN,,3,24530
2010,CIV,BFA,6,8,517165
2010,CIV,BGR,,,5
2010,CIV,BOL,,,3
2010,CIV,BRA,6,,343
2010,CIV,CAN,6,,5457
2010,CIV,CHE,6,,
2010,CIV,CHN,6,,95
2010,CIV,CMR,6,1,
2010,CIV,COD,6,,
2010,CIV,CPV,,,7
2010,CIV,CRI,,,4
2010,CIV,DEU,6,,
2010,CIV,DNK,6,,409
2010,CIV,DZA,6,1,
2010,CIV,EGY,6,,430
2010,CIV,ESP,6,,
2010,CIV,EST,,,1
2010,CIV,ETH,6,,
2010,CIV,FIN,,,104
2010,CIV,FRA,6,3,90122
2010,CIV,GAB,6,1,2216
2010,CIV,GBR,6,,
2010,CIV,GHA,6,7,52511
2010,CIV,GIN,6,2,12219
2010,CIV,GRC,,,122
2010,CIV,HUN,,,24
2010,CIV,IND,6,,
2010,CIV,ISL,,,3
2010,CIV,ISR,6,,751
2010,CIV,ITA,6,,18431
2010,CIV,JPN,6,,
2010,CIV,KEN,,1,
2010,CIV,KOR,6,,
2010,CIV,LBR,6,1,26335
2010,CIV,LBY,,,531
2010,CIV,LIE,,,1
2010,CIV,LVA,,,2
2010,CIV,MAR,6,1,
2010,CIV,MEX,6,,
2010,CIV,MLI,6,2,135188
2010,CIV,MRT,,,371
2010,CIV,NAM,,,30
2010,CIV,NER,,,1187
2010,CIV,NGA,6,4,
2010,CIV,NLD,6,,
2010,CIV,NOR,,,282
2010,CIV,PRT,,,114
2010,CIV,RUS,6,,
2010,CIV,SAU,6,,
2010,CIV,SEN,6,3,2642
2010,CIV,SLE,,1,271
2010,CIV,SVK,,,1
2010,CIV,SVN,,,1
2010,CIV,TGO,,5,3007
2010,CIV,TUN,6,1,504
2010,CIV,TUR,,1,
2010,CIV,USA,6,,
2010,CIV,VAT,6,,
2010,CIV,ZAF,6,,
2010,CMR,AUS,,,268
2010,CMR,BEL,6,9,10906
2010,CMR,BEN,,4,
2010,CMR,BGR,,,8
2010,CMR,BOL,,,10
2010,CMR,BRA,6,,143
2010,CMR,CAF,6,,
2010,CMR,CAN,6,,7697
2010,CMR,CHE,6,,
2010,CMR,CHL,,,66
2010,CMR,CHN,6,,556
2010,CMR,CIV,6,1,
2010,CMR,COD,6,,
2010,CMR,COG,6,,8502
2010,CMR,CRI,,,10
2010,CMR,CYP,,,59
2010,CMR,DEU,6,,
2010,CMR,DNK,,,565
2010,CMR,DOM,,,23
2010,CMR,DZA,4,,
2010,CMR,EGY,6,,206
2010,CMR,ESP,6,,
2010,CMR,EST,,,2
2010,CMR,ETH,6,2,
2010,CMR,FIN,,,474
2010,CMR,FRA,6,4,80804
2010,CMR,GAB,6,5,33089
2010,CMR,GBR,6,,
2010,CMR,GHA,,,95
2010,CMR,GNQ,6,,638
2010,CMR,GRC,,,490
2010,CMR,HUN,,,201
2010,CMR,ISL,,,4
2010,CMR,ISR,6,,
2010,CMR,ITA,6,,7727
2010,CMR,JPN,6,,310
2010,CMR,KEN,,2,
2010,CMR,LBR,6,,
2010,CMR,LIE,,,5
2010,CMR,LTU,,,5
2010,CMR,LUX,,,39
2010,CMR,LVA,,,2
2010,CMR,MAR,6,2,
2010,CMR,MEX,,,47
2010,CMR,MLI,,,1445
2010,CMR,MRT,,,273
2010,CMR,NAM,,,118
2010,CMR,NER,,,412
2010,CMR,NGA,6,2,22214
2010,CMR,NLD,6,,
2010,CMR,NOR,,,543
2010,CMR,PRT,,,65
2010,CMR,RUS,6,,
2010,CMR,SAU,6,,
2010,CMR,SEN,6,1,953
2010,CMR,SVK,,,2
2010,CMR,SVN,,,7
2010,CMR,TCD,6,3,29798
2010,CMR,TGO,,1,619
2010,CMR,TUN,,,555
2010,CMR,TUR,,1,
2010,CMR,USA,6,,
2010,CMR,VAT,6,,
2010,CMR,ZAF,6,,
2010,CMR,ZMB,,,243
2010,COD,AGO,6,,31210
2010,COD,ARG,4,,
2010,COD,AUS,,,2423
2010,COD,BDI,,,147611
2010,COD,BEL,6,,78953
2010,COD,BGR,,,14
2010,COD,BOL,,,3
2010,COD,BRA,4,,529
2010,COD,BWA,,,973
2010,COD,CAF,6,,
2010,COD,CAN,4,,18854
2010,COD,CHE,4,,
2010,COD,CHL,,,48
2010,COD,CHN,6,,132
2010,COD,CIV,6,,
2010,COD,CMR,4,,3265
2010,COD,COG,6,,252142
2010,COD,CRI,,,4
2010,COD,CYP,,,717
2010,COD,CZE,6,,
2010,COD,DEU,6,,
2010,COD,DNK,,,636
2010,COD,EGY,6,,
2010,COD,ERI,,,1392
2010,COD,ESP,6,,
2010,COD,EST,,,2
2010,COD,ETH,6,,466
2010,COD,FIN,,,914
2010,COD,FRA,6,,66968
2010,COD,GAB,6,,5818
2010,COD,GBR,6,,
2010,COD,GHA,,,25
2010,COD,GRC,4,,222
2010,COD,HUN,,,26
2010,COD,IND,6,,16
2010,COD,ISL,,,2
2010,COD,ISR,4,,84
2010,COD,ITA,6,,4507
2010,COD,JPN,6,,
2010,COD,KEN,6,,9133
2010,COD,KOR,6,,
2010,COD,LBR,6,,
2010,COD,LBY,,,387
2010,COD,LIE,,,2
2010,COD,LUX,,,64
2010,COD,MAR,4,,
2010,COD,MEX,,,132
2010,COD,MLI,,,1810
2010,COD,MOZ,4,,5799
2010,COD,MRT,4,,96
2010,COD,MWI,,,4841
2010,COD,NAM,,,3548
2010,COD,NIC,,,44
2010,COD,NLD,6,,
2010,COD,NOR,,,1689
2010,COD,POL,4,,
2010,COD,PRT,4,,1603
2010,COD,ROU,4,,
2010,COD,RUS,6,,
2010,COD,RWA,6,,207397
2010,COD,SDN,4,,24549
2010,COD,SEN,4,,238
2010,COD,SRB,4,,
2010,COD,SSD,,,60795
2010,COD,SVK,,,1
2010,COD,SVN,,,2
2010,COD,SWE,4,,2167
2010,COD,SWZ,,,267
2010,COD,TCD,,,248
2010,COD,TGO,6,,589
2010,COD,TUN,6,,
2010,COD,TZA,4,,62386
2010,COD,UGA,6,,161865
2010,COD,USA,6,,
2010,COD,VAT,6,,
2010,COD,ZAF,6,,
2010,COD,ZMB,6,,20933
2010,COD,ZWE,6,,
2010,COG,AGO,6,,870
2010,COG,AUS,,,1022
2010,COG,BEL,6,,4232
2010,COG,BEN,,,2942
2010,COG,BGR,,,9
2010,COG,BOL,,,6
2010,COG,BRA,6,,86
2010,COG,CAF,6,,
2010,COG,CHE,6,,
2010,COG,CHN,6,,844
2010,COG,CMR,6,,2365
2010,COG,COD,6,,1549
2010,COG,CRI,,,9
2010,COG,CUB,6,,
2010,COG,DEU,4,,
2010,COG,DNK,,,653
2010,COG,DZA,6,,
2010,COG,EGY,,,103
2010,COG,EST,,,4
2010,COG,ETH,6,,
2010,COG,FIN,,,83
2010,COG,FRA,6,,67995
2010,COG,GAB,6,,10660
2010,COG,GNQ,6,,
2010,COG,GRC,,,1497
2010,COG,HUN,,,81
2010,COG,ISL,,,1
2010,COG,ISR,4,,
2010,COG,ITA,6,,2646
2010,COG,LBY,,,359
2010,COG,LTU,,,1
2010,COG,LVA,,,1
2010,COG,MAR,6,,1433
2010,COG,MEX,,,25
2010,COG,MLI,,,8510
2010,COG,MOZ,4,,
2010,COG,MWI,,,1413
2010,COG,NAM,6,,1117
2010,COG,NGA,6,,
2010,COG,NOR,,,145
2010,COG,PRT,,,419
2010,COG,RUS,6,,
2010,COG,SEN,6,,
2010,COG,SVK,,,18
2010,COG,SVN,,,7
2010,COG,SWZ,,,62
2010,COG,TCD,,,688
2010,COG,TGO,,,229
2010,COG,TZA,,,24354
2010,COG,USA,6,,
2010,COG,ZAF,6,,
2010,COG,ZMB,,,8481
2010,COL,ABW,,2,
2010,COL,ARG,6,2,16289
2010,COL,AUS,6,,12284
2010,COL,AUT,6,,
2010,COL,BEL,6,,5057
2010,COL,BGR,,,21
2010,COL,BHS,,,178
2010,COL,BOL,6,1,2546
2010,COL,BRA,6,4,7267
2010,COL,CAN,6,2,60238
2010,COL,CHE,6,,10270
2010,COL,CHL,6,2,13001
2010,COL,CHN,6,,803
2010,COL,CRI,6,1,20965
2010,COL,CUB,6,3,95
2010,COL,CUW,,,4415
2010,COL,CYP,,,132
2010,COL,DEU,6,2,
2010,COL,DNK,,,2910
2010,COL,DOM,6,3,3432
2010,COL,ECU,6,11,250310
2010,COL,EGY,6,,
2010,COL,ESP,6,5,376074
2010,COL,EST,,,13
2010,COL,FIN,,,816
2010,COL,FRA,6,1,27206
2010,COL,GBR,6,,
2010,COL,GRC,,,423
2010,COL,GTM,6,1,1005
2010,COL,HND,6,,618
2010,COL,HRV,,,45
2010,COL,HTI,,,743
2010,COL,HUN,,,199
2010,COL,IND,6,,
2010,COL,ISL,,,154
2010,COL,ISR,6,,3026
2010,COL,ITA,6,,31755
2010,COL,JAM,6,,
2010,COL,JPN,6,,2279
2010,COL,KEN,6,,
2010,COL,KOR,4,,
2010,COL,LBN,6,,
2010,COL,LIE,,,30
2010,COL,LTU,,,4
2010,COL,LUX,,,17
2010,COL,LVA,,,10
2010,COL,MEX,6,6,14290
2010,COL,MYS,6,,
2010,COL,NIC,6,,415
2010,COL,NLD,6,,13134
2010,COL,NOR,4,,4806
2010,COL,NZL,,,873
2010,COL,PAN,6,10,47190
2010,COL,PER,6,4,7426
2010,COL,POL,6,,
2010,COL,PRI,,1,
2010,COL,PRT,6,,568
2010,COL,PRY,6,,
2010,COL,RUS,6,,
2010,COL,SLV,6,3,553
2010,COL,SVK,,,44
2010,COL,SVN,,,30
2010,COL,SWE,6,,10372
2010,COL,URY,6,,
2010,COL,USA,6,49,659397
2010,COL,VAT,6,,
2010,COL,VEN,6,5,929944
2010,COL,ZAF,6,,
2010,COM,BEL,6,,
2010,COM,DJI,,1,
2010,COM,DNK,,,17
2010,COM,EGY,,,1079
2010,COM,ERI,,,159
2010,COM,FIN,,,3
2010,COM,FRA,6,,37167
2010,COM,GRC,,,78
2010,COM,IRN,6,,
2010,COM,KEN,,4,
2010,COM,LBY,,,3824
2010,COM,MDG,6,1,9876
2010,COM,MYT,,2,
2010,COM,NOR,,,4
2010,COM,REU,,1,2143
2010,COM,SAU,6,,
2010,COM,SVN,,,1
2010,COM,TZA,,1,567
2010,COM,USA,6,,
2010,COM,ZAF,6,,
2010,CPV,AGO,6,,7558
2010,CPV,AUT,4,,
2010,CPV,BEL,6,,
2010,CPV,BGR,,,7
2010,CPV,BOL,,,110
2010,CPV,BRA,6,,1173
2010,CPV,CHN,6,,
2010,CPV,COL,,,30
2010,CPV,CUB,6,,
2010,CPV,DEU,6,,
2010,CPV,DNK,,,24
2010,CPV,DOM,,,4
2010,CPV,ETH,4,,
2010,CPV,FIN,,,8
2010,CPV,FRA,6,,22975
2010,CPV,GIN,,,37
2010,CPV,GNB,,,521
2010,CPV,GRC,,,14
2010,CPV,ISL,,,41
2010,CPV,ITA,6,,4980
2010,CPV,LUX,4,,1060
2010,CPV,LVA,,,1
2010,CPV,MOZ,,,6262
2010,CPV,NOR,,,382
2010,CPV,PRT,6,,52513
2010,CPV,SEN,6,,
2010,CPV,SLE,,,6
2010,CPV,STP,,,1538
2010,CPV,SVN,,,1
2010,CPV,TGO,,,36
2010,CPV,USA,6,,
2010,CRI,ARG,6,,634
2010,CRI,AUS,,,437
2010,CRI,AUT,6,,
2010,CRI,BEL,6,,
2010,CRI,BGR,,,5
2010,CRI,BHS,,,50
2010,CRI,BLZ,6,,
2010,CRI,BOL,,,125
2010,CRI,BRA,6,,375
2010,CRI,CAN,6,3,4299
2010,CRI,CHE,6,,
2010,CRI,CHL,6,,629
2010,CRI,CHN,6,,
2010,CRI,COL,6,1,1099
2010,CRI,CYP,,,3
2010,CRI,DEU,6,,
2010,CRI,DNK,,,142
2010,CRI,DOM,6,1,293
2010,CRI,ECU,6,,512
2010,CRI,ESP,6,1,
2010,CRI,EST,,,2
2010,CRI,FIN,,,45
2010,CRI,FRA,6,,
2010,CRI,GBR,6,,
2010,CRI,GRC,,,40
2010,CRI,GTM,6,4,1010
2010,CRI,HND,4,5,613
2010,CRI,HTI,,,244
2010,CRI,HUN,,,32
2010,CRI,ISL,,,5
2010,CRI,ISR,6,,
2010,CRI,ITA,6,,1195
2010,CRI,JAM,4,,101
2010,CRI,JPN,6,,
2010,CRI,KOR,6,,
2010,CRI,LIE,,,3
2010,CRI,LVA,,,1
2010,CRI,MEX,4,3,2500
2010,CRI,NIC,6,3,9989
2010,CRI,NLD,6,,
2010,CRI,NOR,6,,245
2010,CRI,PAN,6,7,6629
2010,CRI,PER,6,1,350
2010,CRI,RUS,6,,
2010,CRI,SGP,6,,
2010,CRI,SLV,6,2,840
2010,CRI,SVK,,,2
2010,CRI,SVN,,,1
2010,CRI,URY,6,,
2010,CRI,USA,6,36,
2010,CRI,VAT,6,,
2010,CRI,VEN,6,,1120
2010,CUB,AGO,6,1,
2010,CUB,ARG,6,1,3447
2010,CUB,ATG,6,,19
2010,CUB,AUS,,,745
2010,CUB,AUT,6,,
2010,CUB,AZE,6,,
2010,CUB,BEL,6,,
2010,CUB,BEN,6,,
2010,CUB,BFA,6,,
2010,CUB,BGR,6,,234
2010,CUB,BHS,6,2,370
2010,CUB,BLR,6,,43
2010,CUB,BLZ,6,,
2010,CUB,BOL,6,,1520
2010,CUB,BRA,6,,2168
2010,CUB,BRB,6,,56
2010,CUB,BWA,6,,
2010,CUB,CAN,6,29,13001
2010,CUB,CHE,6,1,
2010,CUB,CHL,6,,4536
2010,CUB,CHN,6,,348
2010,CUB,COD,6,,
2010,CUB,COG,6,,403
2010,CUB,COL,6,3,1862
2010,CUB,CPV,6,,82
2010,CUB,CRI,,,5675
2010,CUB,CUW,,,216
2010,CUB,CYM,,1,
2010,CUB,CYP,6,,38
2010,CUB,CZE,4,,
2010,CUB,DEU,6,4,
2010,CUB,DMA,6,,10
2010,CUB,DNK,6,,425
2010,CUB,DOM,6,2,3656
2010,CUB,DZA,6,,
2010,CUB,ECU,6,1,9107
2010,CUB,EGY,6,,
2010,CUB,ESP,6,2,106017
2010,CUB,EST,,,19
2010,CUB,ETH,6,,
2010,CUB,FIN,,,321
2010,CUB,FRA,6,2,
2010,CUB,GBR,6,2,
2010,CUB,GEO,,,12
2010,CUB,GHA,6,,
2010,CUB,GIN,6,,1875
2010,CUB,GMB,6,,
2010,CUB,GNB,6,,
2010,CUB,GNQ,6,,
2010,CUB,GRC,6,,373
2010,CUB,GRD,6,,
2010,CUB,GTM,4,,574
2010,CUB,GUY,6,,
2010,CUB,HND,6,,436
2010,CUB,HTI,6,,1080
2010,CUB,HUN,6,,612
2010,CUB,IDN,6,,
2010,CUB,IND,6,,
2010,CUB,IRL,6,,
2010,CUB,IRN,6,,
2010,CUB,ISL,,,35
2010,CUB,ITA,6,5,25327
2010,CUB,JAM,6,1,1830
2010,CUB,JPN,6,,
2010,CUB,KAZ,6,,
2010,CUB,KEN,6,,
2010,CUB,KHM,6,,
2010,CUB,KNA,6,,
2010,CUB,LAO,6,,
2010,CUB,LBN,6,,
2010,CUB,LBR,6,,
2010,CUB,LBY,6,,
2010,CUB,LCA,6,,87
2010,CUB,LIE,,,7
2010,CUB,LKA,6,,
2010,CUB,LTU,,,5
2010,CUB,LUX,,,15
2010,CUB,LVA,,,57
2010,CUB,MEX,6,8,12233
2010,CUB,MLI,6,,
2010,CUB,MNG,6,,
2010,CUB,MOZ,6,,
2010,CUB,MTQ,,1,
2010,CUB,MYS,6,,
2010,CUB,NAM,6,,680
2010,CUB,NER,6,,
2010,CUB,NGA,6,,
2010,CUB,NIC,4,,873
2010,CUB,NLD,6,1,
2010,CUB,NOR,6,,715
2010,CUB,NZL,6,,
2010,CUB,PAK,6,,
2010,CUB,PAN,6,2,2413
2010,CUB,PER,6,2,1635
2010,CUB,PHL,6,,
2010,CUB,POL,6,,254
2010,CUB,PRK,6,,
2010,CUB,PRT,6,,1431
2010,CUB,PRY,6,,
2010,CUB,QAT,6,,
2010,CUB,ROU,6,,
2010,CUB,RUS,6,3,2174
2010,CUB,SEN,6,,
2010,CUB,SLV,6,1,123
2010,CUB,SRB,6,,
2010,CUB,SUR,6,,
2010,CUB,SVK,6,,113
2010,CUB,SVN,,,41
2010,CUB,SWE,4,,
2010,CUB,SYC,6,,39
2010,CUB,SYR,6,,
2010,CUB,THA,6,,
2010,CUB,TLS,,,110
2010,CUB,TTO,6,,74
2010,CUB,TUN,6,,
2010,CUB,TUR,6,,
2010,CUB,TZA,6,,
2010,CUB,UGA,6,,
2010,CUB,UKR,6,,
2010,CUB,URY,6,,
2010,CUB,USA,,,1102190
2010,CUB,VAT,6,,
2010,CUB,VCT,6,,
2010,CUB,VEN,6,3,10941
2010,CUB,VNM,6,,
2010,CUB,YEM,6,,
2010,CUB,ZAF,6,,
2010,CUB,ZMB,6,,
2010,CUB,ZWE,6,,
2010,CUW,ATG,,,18
2010,CUW,AUS,,,117
2010,CUW,BOL,,,152
2010,CUW,LCA,,,87
2010,CUW,NLD,,,124
2010,CUW,PAN,,,27
2010,CUW,VCT,,,150
2010,CUW,VEN,,,686
2010,CYM,BHS,,1,
2010,CYM,CAN,,2,
2010,CYM,CUB,,1,
2010,CYM,HND,,2,
2010,CYM,JAM,,1,
2010,CYM,USA,,16,
2010,CYP,ARE,6,3,
2010,CYP,ARG,,,326
2010,CYP,AUS,6,,21355
2010,CYP,AUT,6,3,
2010,CYP,BEL,6,2,
2010,CYP,BGR,6,4,222
2010,CYP,BHR,,1,
2010,CYP,BLR,,1,
2010,CYP,BOL,,,2
2010,CYP,BRA,6,,
2010,CYP,CAN,,,3954
2010,CYP,CHE,,3,
2010,CYP,CHN,6,,
2010,CYP,CRI,,,4
2010,CYP,CZE,6,,
2010,CYP,DEU,6,8,
2010,CYP,DNK,6,,153
2010,CYP,EGY,6,2,
2010,CYP,ESP,6,,
2010,CYP,EST,,,13
2010,CYP,FIN,6,,112
2010,CYP,FRA,6,3,
2010,CYP,GBR,6,50,
2010,CYP,GRC,6,12,22882
2010,CYP,HUN,6,1,277
2010,CYP,IDN,6,,
2010,CYP,IND,6,,
2010,CYP,IRL,6,,
2010,CYP,IRN,6,,
2010,CYP,ISL,,,5
2010,CYP,ISR,6,3,
2010,CYP,ITA,6,1,575
2010,CYP,JOR,6,1,
2010,CYP,KEN,6,,
2010,CYP,LBN,6,2,
2010,CYP,LBY,6,,
2010,CYP,LIE,5,,
2010,CYP,LKA,,,247
2010,CYP,LTU,,1,33
2010,CYP,LUX,,,41
2010,CYP,LVA,,1,22
2010,CYP,MDA,,1,
2010,CYP,MEX,6,,
2010,CYP,MLT,,2,36
2010,CYP,NLD,6,3,
2010,CYP,NOR,,1,121
2010,CYP,POL,6,2,
2010,CYP,PRT,6,,26
2010,CYP,QAT,6,1,
2010,CYP,ROU,6,3,
2010,CYP,RUS,6,11,
2010,CYP,SRB,6,2,
2010,CYP,SVK,,,87
2010,CYP,SVN,6,,7
2010,CYP,SWE,6,2,
2010,CYP,SYR,6,,
2010,CYP,TUR,6,14,16779
2010,CYP,UKR,,5,
2010,CYP,USA,6,,
2010,CYP,VAT,6,,
2010,CYP,VEN,,,15
2010,CYP,ZAF,6,,
2010,CZE,ALB,6,,
2010,CZE,ARE,6,2,
2010,CZE,ARG,6,,602
2010,CZE,ARM,,2,
2010,CZE,AUS,6,,13588
2010,CZE,AUT,6,1,44390
2010,CZE,AZE,,2,
2010,CZE,BEL,6,4,
2010,CZE,BGR,6,2,838
2010,CZE,BIH,6,,
2010,CZE,BLR,4,2,91
2010,CZE,BOL,,,45
2010,CZE,BRA,6,,419
2010,CZE,CAN,6,,21404
2010,CZE,CHE,6,4,12429
2010,CZE,CHL,6,,132
2010,CZE,CHN,6,,
2010,CZE,COL,6,,
2010,CZE,CRI,6,,
2010,CZE,CUB,4,,80
2010,CZE,CYP,6,,707
2010,CZE,DEU,6,14,437143
2010,CZE,DNK,6,4,876
2010,CZE,DOM,,,29
2010,CZE,DZA,6,,
2010,CZE,EGY,6,,430
2010,CZE,ESP,6,16,
2010,CZE,EST,6,,67
2010,CZE,ETH,6,,
2010,CZE,FIN,6,3,108
2010,CZE,FRA,6,16,
2010,CZE,GBR,6,16,
2010,CZE,GEO,6,,32
2010,CZE,GHA,6,,
2010,CZE,GRC,6,5,4691
2010,CZE,HRV,6,1,943
2010,CZE,HUN,6,2,1596
2010,CZE,IDN,6,,
2010,CZE,IND,4,,
2010,CZE,IRL,6,2,
2010,CZE,IRN,4,,
2010,CZE,IRQ,6,,
2010,CZE,ISL,,,156
2010,CZE,ISR,6,4,14430
2010,CZE,ITA,6,19,8914
2010,CZE,JOR,6,,
2010,CZE,JPN,6,,
2010,CZE,KAZ,6,1,
2010,CZE,KEN,6,,
2010,CZE,KOR,6,2,
2010,CZE,KWT,6,,
2010,CZE,LBN,6,,
2010,CZE,LBY,6,,
2010,CZE,LIE,,,54
2010,CZE,LTU,6,1,94
2010,CZE,LUX,6,,594
2010,CZE,LVA,6,2,249
2010,CZE,MAR,6,,
2010,CZE,MDA,6,,
2010,CZE,MEX,6,,323
2010,CZE,MKD,6,,50
2010,CZE,MLT,,2,66
2010,CZE,MNE,,,115
2010,CZE,MNG,6,,15
2010,CZE,MYS,6,,
2010,CZE,NAM,,,76
2010,CZE,NGA,6,,
2010,CZE,NLD,6,5,
2010,CZE,NOR,6,3,1345
2010,CZE,NZL,,,1142
2010,CZE,PAK,6,,
2010,CZE,PAN,,,34
2010,CZE,PER,6,,
2010,CZE,PHL,6,,
2010,CZE,POL,6,3,5210
2010,CZE,PRK,6,,
2010,CZE,PRT,6,2,218
2010,CZE,ROU,6,5,
2010,CZE,RUS,6,24,11050
2010,CZE,SRB,6,1,529
2010,CZE,SVK,6,4,73744
2010,CZE,SVN,6,1,333
2010,CZE,SWE,6,5,
2010,CZE,SYR,6,,
2010,CZE,THA,6,,
2010,CZE,TUN,6,,
2010,CZE,TUR,6,2,
2010,CZE,UKR,6,3,
2010,CZE,USA,6,,
2010,CZE,UZB,6,1,
2010,CZE,VAT,6,,
2010,CZE,VEN,6,,358
2010,CZE,VNM,6,,
2010,CZE,XKX,6,,
2010,CZE,YEM,6,,
2010,CZE,ZAF,6,,
2010,CZE,ZWE,4,,
2010,DEU,AFG,6,,
2010,DEU,AGO,6,1,
2010,DEU,ALB,6,2,
2010,DEU,AND,,,392
2010,DEU,ARE,6,23,
2010,DEU,ARG,6,1,8409
2010,DEU,ARM,6,,851
2010,DEU,ATG,,,78
2010,DEU,AUS,6,,126208
2010,DEU,AUT,6,67,193169
2010,DEU,AZE,6,3,267
2010,DEU,BDI,6,,
2010,DEU,BEL,6,15,84151
2010,DEU,BEN,6,,
2010,DEU,BFA,6,,
2010,DEU,BGD,6,,
2010,DEU,BGR,6,11,1889
2010,DEU,BHR,6,1,
2010,DEU,BHS,,,267
2010,DEU,BIH,6,4,558
2010,DEU,BLR,6,4,62
2010,DEU,BLZ,,,58
2010,DEU,BOL,6,,1737
2010,DEU,BRA,6,8,15876
2010,DEU,BRN,6,,
2010,DEU,BTN,,,25
2010,DEU,BWA,6,,291
2010,DEU,CAN,6,19,171809
2010,DEU,CHE,6,42,323003
2010,DEU,CHL,6,,6299
2010,DEU,CHN,6,19,14112
2010,DEU,CIV,6,,
2010,DEU,CMR,6,,236
2010,DEU,COD,6,,
2010,DEU,COG,,,436
2010,DEU,COL,6,2,1980
2010,DEU,CPV,,,65
2010,DEU,CRI,6,,1840
2010,DEU,CUB,6,4,217
2010,DEU,CUW,,,116
2010,DEU,CYP,6,8,2725
2010,DEU,CZE,6,14,16183
2010,DEU,DMA,,,26
2010,DEU,DNK,6,27,33960
2010,DEU,DOM,6,7,1582
2010,DEU,DZA,6,3,675
2010,DEU,ECU,6,,2202
2010,DEU,EGY,6,18,8555
2010,DEU,ERI,6,,
2010,DEU,ESP,6,354,211912
2010,DEU,EST,6,2,1369
2010,DEU,ETH,6,2,
2010,DEU,FIN,6,19,5770
2010,DEU,FRA,6,84,218132
2010,DEU,GAB,6,,57
2010,DEU,GBR,6,103,297427
2010,DEU,GEO,6,1,581
2010,DEU,GGY,,2,
2010,DEU,GHA,6,1,
2010,DEU,GIN,6,,
2010,DEU,GRC,6,176,121089
2010,DEU,GTM,6,,556
2010,DEU,HKG,,3,1932
2010,DEU,HND,6,,208
2010,DEU,HRV,6,57,33561
2010,DEU,HTI,6,,805
2010,DEU,HUN,6,11,31209
2010,DEU,IDN,6,,
2010,DEU,IND,6,14,1678
2010,DEU,IRL,6,19,13197
2010,DEU,IRN,6,5,
2010,DEU,IRQ,6,5,
2010,DEU,ISL,6,4,1699
2010,DEU,ISR,6,12,22151
2010,DEU,ITA,6,221,206555
2010,DEU,JAM,6,1,
2010,DEU,JEY,,3,
2010,DEU,JOR,6,7,
2010,DEU,JPN,6,11,5925
2010,DEU,KAZ,6,4,3818
2010,DEU,KEN,6,2,
2010,DEU,KGZ,6,,2066
2010,DEU,KHM,6,,42
2010,DEU,KOR,6,4,
2010,DEU,KWT,6,2,
2010,DEU,LAO,6,,
2010,DEU,LBN,6,3,
2010,DEU,LBR,,,186
2010,DEU,LBY,6,,6257
2010,DEU,LCA,,,53
2010,DEU,LIE,5,,1635
2010,DEU,LKA,6,1,547
2010,DEU,LTU,6,7,1786
2010,DEU,LUX,6,9,9259
2010,DEU,LVA,4,14,3097
2010,DEU,MAR,6,20,1098
2010,DEU,MDA,4,2,852
2010,DEU,MDG,6,,
2010,DEU,MDV,,1,213
2010,DEU,MEX,6,4,6218
2010,DEU,MKD,6,5,39
2010,DEU,MLI,6,,
2010,DEU,MLT,6,8,804
2010,DEU,MMR,6,,
2010,DEU,MNE,6,2,1785
2010,DEU,MNG,6,,148
2010,DEU,MOZ,6,,
2010,DEU,MRT,6,,
2010,DEU,MUS,,1,119
2010,DEU,MYS,6,3,
2010,DEU,NAM,6,1,9063
2010,DEU,NER,6,,
2010,DEU,NGA,6,4,
2010,DEU,NIC,6,,279
2010,DEU,NLD,6,27,121469
2010,DEU,NOR,6,26,24735
2010,DEU,NPL,6,,
2010,DEU,NZL,6,,12145
2010,DEU,OMN,6,2,
2010,DEU,PAK,6,,
2010,DEU,PAN,6,,909
2010,DEU,PER,6,,2473
2010,DEU,PHL,6,,3186
2010,DEU,POL,6,44,77724
2010,DEU,PRI,,1,
2010,DEU,PRK,6,,
2010,DEU,PRT,6,64,23733
2010,DEU,PRY,6,,1700
2010,DEU,QAT,6,9,
2010,DEU,ROU,6,15,3470
2010,DEU,RUS,6,46,139458
2010,DEU,RWA,6,,
2010,DEU,SAU,6,10,
2010,DEU,SDN,6,,
2010,DEU,SEN,6,,821
2010,DEU,SGP,6,7,
2010,DEU,SLE,,,40
2010,DEU,SLV,6,,218
2010,DEU,SRB,6,25,10262
2010,DEU,SVK,6,,3856
2010,DEU,SVN,6,4,12284
2010,DEU,SWE,6,29,48006
