country,coub,sex,age_lfs,fborn,oecd,oecdb,edu_lfs,number
DNK,LBN,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,5
DNK,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2110
DNK,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,1683
DNK,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1070
DNK,LBN,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,483
DNK,LBN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,122
DNK,LBN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,84
DNK,LBN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,54
DNK,LBN,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,131
DNK,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,19
DNK,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,15
DNK,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,7
DNK,LKA,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,3
DNK,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1168
DNK,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,1211
DNK,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,866
DNK,LKA,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,145
DNK,LKA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,189
DNK,LKA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,147
DNK,LKA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,35
DNK,LKA,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,37
DNK,LKA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,18
DNK,LKA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,22
DNK,LKA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,10
DNK,LKA,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,3
DNK,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1035
DNK,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,1292
DNK,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,997
DNK,LKA,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,196
DNK,LKA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,169
DNK,LKA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,80
DNK,LKA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,48
DNK,LKA,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,96
DNK,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,36
DNK,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,12
DNK,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,22
DNK,MAR,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,4
DNK,MAR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,714
DNK,MAR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,762
DNK,MAR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,560
DNK,MAR,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,168
DNK,MAR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,319
DNK,MAR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,137
DNK,MAR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,63
DNK,MAR,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,34
DNK,MAR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,24
DNK,MAR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,19
DNK,MAR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,16
DNK,MAR,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,7
DNK,MAR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,730
DNK,MAR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,863
DNK,MAR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,558
DNK,MAR,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,365
DNK,MAR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,85
DNK,MAR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,72
DNK,MAR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,36
DNK,MAR,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,120
DNK,MEX,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,39
DNK,MEX,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,25
DNK,MEX,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,14
DNK,MEX,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,3
DNK,MEX,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,22
DNK,MEX,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,70
DNK,MEX,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,460
DNK,MEX,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,23
DNK,MEX,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,4
DNK,MEX,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,10
DNK,MEX,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,46
DNK,MEX,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,37
DNK,MEX,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,18
DNK,MEX,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,19
DNK,MEX,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,105
DNK,MEX,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,559
DNK,MEX,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,28
DNK,MEX,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,4
DNK,MEX,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,18
DNK,MEX,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,10
DNK,MMR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,115
DNK,MMR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,29
DNK,MMR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,6
DNK,MMR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,382
DNK,MMR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,126
DNK,MMR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,67
DNK,MMR,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,153
DNK,MMR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,7
DNK,MMR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
DNK,MMR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
DNK,MMR,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,3
DNK,MMR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,91
DNK,MMR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,31
DNK,MMR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
DNK,MMR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,267
DNK,MMR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,156
DNK,MMR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,85
DNK,MMR,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,111
DNK,MMR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,4
DNK,MMR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,6
DNK,MMR,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,8
DNK,MYS,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,26
DNK,MYS,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,18
DNK,MYS,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,8
DNK,MYS,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,23
DNK,MYS,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,32
DNK,MYS,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,107
DNK,MYS,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,13
DNK,MYS,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,11
DNK,MYS,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,17
DNK,MYS,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,51
DNK,MYS,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,11
DNK,MYS,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,13
DNK,MYS,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,5
DNK,MYS,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,20
DNK,MYS,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,79
DNK,MYS,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,214
DNK,MYS,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,20
DNK,MYS,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,14
DNK,MYS,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,17
DNK,MYS,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,36
DNK,NGA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,30
DNK,NGA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,19
DNK,NGA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,9
DNK,NGA,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,6
DNK,NGA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,103
DNK,NGA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,215
DNK,NGA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,446
DNK,NGA,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,71
DNK,NGA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,6
DNK,NGA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,15
DNK,NGA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,23
DNK,NGA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,15
DNK,NGA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,83
DNK,NGA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,174
DNK,NGA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,267
DNK,NGA,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,26
DNK,NGA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,3
DNK,NGA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5
DNK,NIC,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,7
DNK,NIC,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,6
DNK,NIC,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,11
DNK,NIC,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,16
DNK,NIC,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,23
DNK,NIC,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,8
DNK,NIC,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,5
DNK,NIC,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,17
DNK,NIC,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,29
DNK,NIC,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,48
DNK,NLD,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,176
DNK,NLD,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,185
DNK,NLD,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,146
DNK,NLD,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,32
DNK,NLD,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,185
DNK,NLD,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,1035
DNK,NLD,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1763
DNK,NLD,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,246
DNK,NLD,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,56
DNK,NLD,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,164
DNK,NLD,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,202
DNK,NLD,Male,65+,Foreign-born,OECD member,OECD member,Unknown,51
DNK,NLD,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,149
DNK,NLD,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,228
DNK,NLD,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,147
DNK,NLD,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,23
DNK,NLD,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,124
DNK,NLD,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,585
DNK,NLD,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1398
DNK,NLD,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,116
DNK,NLD,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,72
DNK,NLD,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,147
DNK,NLD,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,175
DNK,NLD,Female,65+,Foreign-born,OECD member,OECD member,Unknown,24
DNK,NPL,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,104
DNK,NPL,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,47
DNK,NPL,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,124
DNK,NPL,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,63
DNK,NPL,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,67
DNK,NPL,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,173
DNK,NPL,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1490
DNK,NPL,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,76
DNK,NPL,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,90
DNK,NPL,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,89
DNK,NPL,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,181
DNK,NPL,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,49
DNK,NPL,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,72
DNK,NPL,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,225
DNK,NPL,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1142
DNK,NPL,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,63
DNK,NZL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,19
DNK,NZL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,21
DNK,NZL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,18
DNK,NZL,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,7
DNK,NZL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,26
DNK,NZL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,107
DNK,NZL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,252
DNK,NZL,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,45
DNK,NZL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,14
DNK,NZL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,7
DNK,NZL,Male,65+,Foreign-born,OECD member,OECD member,Unknown,3
DNK,NZL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,17
DNK,NZL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,17
DNK,NZL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,24
DNK,NZL,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,5
DNK,NZL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,8
DNK,NZL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,45
DNK,NZL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,178
DNK,NZL,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,9
DNK,NZL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,3
DNK,NZL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,8
DNK,NZL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,12
DNK,NZL,Female,65+,Foreign-born,OECD member,OECD member,Unknown,3
DNK,OTH,Male,15-24,Native-born,OECD member,OECD member,ISCED 0/1/2,204625
DNK,OTH,Male,15-24,Native-born,OECD member,OECD member,ISCED 3/4,114183
DNK,OTH,Male,15-24,Native-born,OECD member,OECD member,ISCED 5/6/7/8,11065
DNK,OTH,Male,15-24,Native-born,OECD member,OECD member,Unknown,945
DNK,OTH,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,593
DNK,OTH,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,330
DNK,OTH,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,112
DNK,OTH,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,7
DNK,OTH,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,815
DNK,OTH,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,987
DNK,OTH,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,575
DNK,OTH,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,90
DNK,OTH,Male,25-64,Native-born,OECD member,OECD member,ISCED 0/1/2,240702
DNK,OTH,Male,25-64,Native-born,OECD member,OECD member,ISCED 3/4,582120
DNK,OTH,Male,25-64,Native-born,OECD member,OECD member,ISCED 5/6/7/8,419785
DNK,OTH,Male,25-64,Native-born,OECD member,OECD member,Unknown,14824
DNK,OTH,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1706
DNK,OTH,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,2223
DNK,OTH,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,2289
DNK,OTH,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,456
DNK,OTH,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1009
DNK,OTH,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,2899
DNK,OTH,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,5255
DNK,OTH,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,779
DNK,OTH,Male,65+,Native-born,OECD member,OECD member,ISCED 0/1/2,144428
DNK,OTH,Male,65+,Native-born,OECD member,OECD member,ISCED 3/4,229376
DNK,OTH,Male,65+,Native-born,OECD member,OECD member,ISCED 5/6/7/8,123981
DNK,OTH,Male,65+,Native-born,OECD member,OECD member,Unknown,6338
DNK,OTH,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,102
DNK,OTH,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,167
DNK,OTH,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,133
DNK,OTH,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,53
DNK,OTH,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,222
DNK,OTH,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,453
DNK,OTH,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,720
DNK,OTH,Male,65+,Foreign-born,OECD member,OECD member,Unknown,238
DNK,OTH,Female,15-24,Native-born,OECD member,OECD member,ISCED 0/1/2,173182
DNK,OTH,Female,15-24,Native-born,OECD member,OECD member,ISCED 3/4,124782
DNK,OTH,Female,15-24,Native-born,OECD member,OECD member,ISCED 5/6/7/8,14743
DNK,OTH,Female,15-24,Native-born,OECD member,OECD member,Unknown,710
DNK,OTH,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,502
DNK,OTH,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,386
DNK,OTH,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,113
DNK,OTH,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,7
DNK,OTH,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,785
DNK,OTH,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,1518
DNK,OTH,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,988
DNK,OTH,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,128
DNK,OTH,Female,25-64,Native-born,OECD member,OECD member,ISCED 0/1/2,180395
DNK,OTH,Female,25-64,Native-born,OECD member,OECD member,ISCED 3/4,477601
DNK,OTH,Female,25-64,Native-born,OECD member,OECD member,ISCED 5/6/7/8,568469
DNK,OTH,Female,25-64,Native-born,OECD member,OECD member,Unknown,7697
DNK,OTH,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1432
DNK,OTH,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,2787
DNK,OTH,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,2676
DNK,OTH,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,568
DNK,OTH,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1025
DNK,OTH,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,3260
DNK,OTH,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,8627
DNK,OTH,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,652
DNK,OTH,Female,65+,Native-born,OECD member,OECD member,ISCED 0/1/2,234836
DNK,OTH,Female,65+,Native-born,OECD member,OECD member,ISCED 3/4,213084
DNK,OTH,Female,65+,Native-born,OECD member,OECD member,ISCED 5/6/7/8,136350
DNK,OTH,Female,65+,Native-born,OECD member,OECD member,Unknown,7221
DNK,OTH,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,99
DNK,OTH,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,106
DNK,OTH,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,112
DNK,OTH,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,70
DNK,OTH,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,914
DNK,OTH,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,1062
DNK,OTH,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1028
DNK,OTH,Female,65+,Foreign-born,OECD member,OECD member,Unknown,173
DNK,PAK,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,155
DNK,PAK,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,63
DNK,PAK,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,20
DNK,PAK,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,14
DNK,PAK,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1519
DNK,PAK,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,1252
DNK,PAK,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,2299
DNK,PAK,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,408
DNK,PAK,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,587
DNK,PAK,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,386
DNK,PAK,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,134
DNK,PAK,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,81
DNK,PAK,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,158
DNK,PAK,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,100
DNK,PAK,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,40
DNK,PAK,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,28
DNK,PAK,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1531
DNK,PAK,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,1433
DNK,PAK,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1639
DNK,PAK,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,539
DNK,PAK,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,370
DNK,PAK,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,242
DNK,PAK,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,122
DNK,PAK,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,216
DNK,PER,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,34
DNK,PER,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,22
DNK,PER,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,3
DNK,PER,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,4
DNK,PER,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,33
DNK,PER,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,74
DNK,PER,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,161
DNK,PER,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,13
DNK,PER,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,5
DNK,PER,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,16
DNK,PER,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,13
DNK,PER,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,34
